id,feature_id,epic_id,initiative_id,title,phase,points,source_refs
"I04-E06-F02-S3","I04-E06-F02","I04-E06","I04","Secure Options replay","MVP","8","Module-5_Options-Theory-for-Professional-Trading.pdf"
"I04-E06-F03-S1","I04-E06-F03","I04-E06","I04","Document Futures replay","Phase 2","13","Module-5_Options-Theory-for-Professional-Trading.pdf"
"I04-E06-F03-S2","I04-E06-F03","I04-E06","I04","Secure Futures replay","Phase 2","3","Module-5_Options-Theory-for-Professional-Trading.pdf"
"I04-E06-F03-S3","I04-E06-F03","I04-E06","I04","Build Futures replay","Phase 3","5","Module-5_Options-Theory-for-Professional-Trading.pdf"
"I04-E06-F04-S1","I04-E06-F04","I04-E06","I04","Secure Slippage model","Institutional","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I04-E06-F04-S2","I04-E06-F04","I04-E06","I04","Build Slippage model","Future","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I04-E06-F04-S3","I04-E06-F04","I04-E06","I04","Store Slippage model","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F01-S1","I05-E01-F01","I05-E01","I05","Build Dataset registry","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F01-S2","I05-E01-F01","I05-E01","I05","Store Dataset registry","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F01-S3","I05-E01-F01","I05-E01","I05","Validate Dataset registry","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F02-S1","I05-E01-F02","I05-E01","I05","Store Notebook handoff","Phase 3","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F02-S2","I05-E01-F02","I05-E01","I05","Validate Notebook handoff","Institutional","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F02-S3","I05-E01-F02","I05-E01","I05","Expose Notebook handoff","Future","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F03-S1","I05-E01-F03","I05-E01","I05","Validate Research run","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F03-S2","I05-E01-F03","I05-E01","I05","Expose Research run","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F03-S3","I05-E01-F03","I05-E01","I05","Monitor Research run","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F04-S1","I05-E01-F04","I05-E01","I05","Expose Hypothesis tracker","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F04-S2","I05-E01-F04","I05-E01","I05","Monitor Hypothesis tracker","Phase 3","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E01-F04-S3","I05-E01-F04","I05-E01","I05","Backtest Hypothesis tracker","Institutional","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E02-F01-S1","I05-E02-F01","I05-E02","I05","Monitor Momentum factor","Future","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E02-F01-S2","I05-E02-F01","I05-E02","I05","Backtest Momentum factor","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E02-F01-S3","I05-E02-F01","I05-E02","I05","Document Momentum factor","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E02-F02-S1","I05-E02-F02","I05-E02","I05","Backtest Value factor","Phase 2","3","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I05-E02-F02-S2","I05-E02-F02","I05-E02","I05","Document Value factor","Phase 2","5","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I05-E02-F02-S3","I05-E02-F02","I05-E02","I05","Secure Value factor","Phase 3","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I05-E02-F03-S1","I05-E02-F03","I05-E02","I05","Document Volatility factor","Institutional","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E02-F03-S2","I05-E02-F03","I05-E02","I05","Secure Volatility factor","Future","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E02-F03-S3","I05-E02-F03","I05-E02","I05","Build Volatility factor","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E02-F04-S1","I05-E02-F04","I05-E02","I05","Secure Quality factor","MVP","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I05-E02-F04-S2","I05-E02-F04","I05-E02","I05","Build Quality factor","Phase 2","13","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I05-E02-F04-S3","I05-E02-F04","I05-E02","I05","Store Quality factor","Phase 2","3","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I05-E03-F01-S1","I05-E03-F01","I05-E03","I05","Build Trend regime","Phase 3","5","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I05-E03-F01-S2","I05-E03-F01","I05-E03","I05","Store Trend regime","Institutional","8","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I05-E03-F01-S3","I05-E03-F01","I05-E03","I05","Validate Trend regime","Future","13","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I05-E03-F02-S1","I05-E03-F02","I05-E03","I05","Store Volatility regime","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F02-S2","I05-E03-F02","I05-E03","I05","Validate Volatility regime","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F02-S3","I05-E03-F02","I05-E03","I05","Expose Volatility regime","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F03-S1","I05-E03-F03","I05-E03","I05","Validate Risk-on risk-off","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F03-S2","I05-E03-F03","I05-E03","I05","Expose Risk-on risk-off","Phase 3","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F03-S3","I05-E03-F03","I05-E03","I05","Monitor Risk-on risk-off","Institutional","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F04-S1","I05-E03-F04","I05-E03","I05","Expose Liquidity regime","Future","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F04-S2","I05-E03-F04","I05-E03","I05","Monitor Liquidity regime","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E03-F04-S3","I05-E03-F04","I05-E03","I05","Backtest Liquidity regime","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F01-S1","I05-E04-F01","I05-E04","I05","Monitor Parameter sweep","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F01-S2","I05-E04-F01","I05-E04","I05","Backtest Parameter sweep","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F01-S3","I05-E04-F01","I05-E04","I05","Document Parameter sweep","Phase 3","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F02-S1","I05-E04-F02","I05-E04","I05","Backtest Walk-forward split","Institutional","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F02-S2","I05-E04-F02","I05-E04","I05","Document Walk-forward split","Future","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F02-S3","I05-E04-F02","I05-E04","I05","Secure Walk-forward split","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F03-S1","I05-E04-F03","I05-E04","I05","Document Monte Carlo","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F03-S2","I05-E04-F03","I05-E04","I05","Secure Monte Carlo","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F03-S3","I05-E04-F03","I05-E04","I05","Build Monte Carlo","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F04-S1","I05-E04-F04","I05-E04","I05","Secure Robustness score","Phase 3","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F04-S2","I05-E04-F04","I05-E04","I05","Build Robustness score","Institutional","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E04-F04-S3","I05-E04-F04","I05-E04","I05","Store Robustness score","Future","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F01-S1","I05-E05-F01","I05-E05","I05","Build Look-ahead guard","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F01-S2","I05-E05-F01","I05-E05","I05","Store Look-ahead guard","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F01-S3","I05-E05-F01","I05-E05","I05","Validate Look-ahead guard","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F02-S1","I05-E05-F02","I05-E05","I05","Store Survivorship guard","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F02-S2","I05-E05-F02","I05-E05","I05","Validate Survivorship guard","Phase 3","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F02-S3","I05-E05-F02","I05-E05","I05","Expose Survivorship guard","Institutional","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F03-S1","I05-E05-F03","I05-E05","I05","Validate Cross validation","Future","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F03-S2","I05-E05-F03","I05-E05","I05","Expose Cross validation","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F03-S3","I05-E05-F03","I05-E05","I05","Monitor Cross validation","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F04-S1","I05-E05-F04","I05-E05","I05","Expose Significance test","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F04-S2","I05-E05-F04","I05-E05","I05","Monitor Significance test","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E05-F04-S3","I05-E05-F04","I05-E05","I05","Backtest Significance test","Phase 3","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F01-S1","I05-E06-F01","I05-E06","I05","Monitor Research report","Institutional","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F01-S2","I05-E06-F01","I05-E06","I05","Backtest Research report","Future","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F01-S3","I05-E06-F01","I05-E06","I05","Document Research report","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F02-S1","I05-E06-F02","I05-E06","I05","Backtest Equity curve","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F02-S2","I05-E06-F02","I05-E06","I05","Document Equity curve","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F02-S3","I05-E06-F02","I05-E06","I05","Secure Equity curve","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F03-S1","I05-E06-F03","I05-E06","I05","Document Trade distribution","Phase 3","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F03-S2","I05-E06-F03","I05-E06","I05","Secure Trade distribution","Institutional","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F03-S3","I05-E06-F03","I05-E06","I05","Build Trade distribution","Future","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F04-S1","I05-E06-F04","I05-E06","I05","Secure Model comparison","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F04-S2","I05-E06-F04","I05-E06","I05","Build Model comparison","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I05-E06-F04-S3","I05-E06-F04","I05-E06","I05","Store Model comparison","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E01-F01-S1","I06-E01-F01","I06-E01","I06","Build Feature schema","Phase 2","5","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I06-E01-F01-S2","I06-E01-F01","I06-E01","I06","Store Feature schema","Phase 3","8","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I06-E01-F01-S3","I06-E01-F01","I06-E01","I06","Validate Feature schema","Institutional","13","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I06-E01-F02-S1","I06-E01-F02","I06-E01","I06","Store Feature lineage","Future","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F02-S2","I06-E01-F02","I06-E01","I06","Validate Feature lineage","MVP","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F02-S3","I06-E01-F02","I06-E01","I06","Expose Feature lineage","MVP","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F03-S1","I06-E01-F03","I06-E01","I06","Validate Feature freshness","Phase 2","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F03-S2","I06-E01-F03","I06-E01","I06","Expose Feature freshness","Phase 2","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F03-S3","I06-E01-F03","I06-E01","I06","Monitor Feature freshness","Phase 3","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F04-S1","I06-E01-F04","I06-E01","I06","Expose Feature materialization","Institutional","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F04-S2","I06-E01-F04","I06-E01","I06","Monitor Feature materialization","Future","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E01-F04-S3","I06-E01-F04","I06-E01","I06","Backtest Feature materialization","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F01-S1","I06-E02-F01","I06-E02","I06","Monitor Training job","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F01-S2","I06-E02-F01","I06-E02","I06","Backtest Training job","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F01-S3","I06-E02-F01","I06-E02","I06","Document Training job","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F02-S1","I06-E02-F02","I06-E02","I06","Backtest Label generator","Phase 3","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F02-S2","I06-E02-F02","I06-E02","I06","Document Label generator","Institutional","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F02-S3","I06-E02-F02","I06-E02","I06","Secure Label generator","Future","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F03-S1","I06-E02-F03","I06-E02","I06","Document Train test split","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F03-S2","I06-E02-F03","I06-E02","I06","Secure Train test split","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F03-S3","I06-E02-F03","I06-E02","I06","Build Train test split","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F04-S1","I06-E02-F04","I06-E02","I06","Secure Hyperparameter search","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F04-S2","I06-E02-F04","I06-E02","I06","Build Hyperparameter search","Phase 3","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E02-F04-S3","I06-E02-F04","I06-E02","I06","Store Hyperparameter search","Institutional","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E03-F01-S1","I06-E03-F01","I06-E03","I06","Build Realtime inference","Future","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F01-S2","I06-E03-F01","I06-E03","I06","Store Realtime inference","MVP","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F01-S3","I06-E03-F01","I06-E03","I06","Validate Realtime inference","MVP","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F02-S1","I06-E03-F02","I06-E03","I06","Store Batch inference","Phase 2","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F02-S2","I06-E03-F02","I06-E03","I06","Validate Batch inference","Phase 2","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F02-S3","I06-E03-F02","I06-E03","I06","Expose Batch inference","Phase 3","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F03-S1","I06-E03-F03","I06-E03","I06","Validate Signal ensemble","Institutional","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F03-S2","I06-E03-F03","I06-E03","I06","Expose Signal ensemble","Future","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F03-S3","I06-E03-F03","I06-E03","I06","Monitor Signal ensemble","MVP","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F04-S1","I06-E03-F04","I06-E03","I06","Expose Prediction audit","MVP","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F04-S2","I06-E03-F04","I06-E03","I06","Monitor Prediction audit","Phase 2","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E03-F04-S3","I06-E03-F04","I06-E03","I06","Backtest Prediction audit","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E04-F01-S1","I06-E04-F01","I06-E04","I06","Monitor Feature importance","Phase 3","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F01-S2","I06-E04-F01","I06-E04","I06","Backtest Feature importance","Institutional","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E04-F01-S3","I06-E04-F01","I06-E04","I06","Document Feature importance","Future","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F02-S1","I06-E04-F02","I06-E04","I06","Backtest SHAP-ready output","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E04-F02-S2","I06-E04-F02","I06-E04","I06","Document SHAP-ready output","MVP","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F02-S3","I06-E04-F02","I06-E04","I06","Secure SHAP-ready output","Phase 2","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F03-S1","I06-E04-F03","I06-E04","I06","Document AI explanation","Phase 2","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F03-S2","I06-E04-F03","I06-E04","I06","Secure AI explanation","Phase 3","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F03-S3","I06-E04-F03","I06-E04","I06","Build AI explanation","Institutional","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F04-S1","I06-E04-F04","I06-E04","I06","Secure Human review","Future","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F04-S2","I06-E04-F04","I06-E04","I06","Build Human review","MVP","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E04-F04-S3","I06-E04-F04","I06-E04","I06","Store Human review","MVP","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I06-E05-F01-S1","I06-E05-F01","I06-E05","I06","Build Model registry","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F01-S2","I06-E05-F01","I06-E05","I06","Store Model registry","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F01-S3","I06-E05-F01","I06-E05","I06","Validate Model registry","Phase 3","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F02-S1","I06-E05-F02","I06-E05","I06","Store Model approval","Institutional","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F02-S2","I06-E05-F02","I06-E05","I06","Validate Model approval","Future","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F02-S3","I06-E05-F02","I06-E05","I06","Expose Model approval","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F03-S1","I06-E05-F03","I06-E05","I06","Validate Drift detection","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F03-S2","I06-E05-F03","I06-E05","I06","Expose Drift detection","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F03-S3","I06-E05-F03","I06-E05","I06","Monitor Drift detection","Phase 2","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F04-S1","I06-E05-F04","I06-E05","I06","Expose Rollback","Phase 3","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F04-S2","I06-E05-F04","I06-E05","I06","Monitor Rollback","Institutional","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E05-F04-S3","I06-E05-F04","I06-E05","I06","Backtest Rollback","Future","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F01-S1","I06-E06-F01","I06-E06","I06","Monitor OpenAI summaries","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F01-S2","I06-E06-F01","I06-E06","I06","Backtest OpenAI summaries","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
